id,method_id,feature,display_name,display_order,display_values,computed,compute_rule,display_help,groups,created_by,updated_by,created_at,updated_at,deleted_at,display_interval
81,45,Tooth 1,Tooth 1,1,"{""B"":""B - Mineralized cusps united"", ""C"":""C - Crown half formed"", ""D"":""D - Crown complete"", ""E"":""E - Root length < crown"", ""F"":""F - Funnel-shaped root ends"", ""G"":""G - Root apices open"", ""H"":""H - Root apices closed""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
82,45,Tooth 16,Tooth 16,2,"{""B"":""B - Mineralized cusps united"", ""C"":""C - Crown half formed"", ""D"":""D - Crown complete"", ""E"":""E - Root length < crown"", ""F"":""F - Funnel-shaped root ends"", ""G"":""G - Root apices open"", ""H"":""H - Root apices closed""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
79,46,Tooth 1,Tooth 1,1,"{""B"":""B - Mineralized cusps united"", ""C"":""C - Crown half formed"", ""D"":""D - Crown complete"", ""E"":""E - Root length < crown"", ""F"":""F - Funnel-shaped root ends"", ""G"":""G - Root apices open"", ""H"":""H - Root apices closed""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
80,46,Tooth 16,Tooth 16,2,"{""B"":""B - Mineralized cusps united"", ""C"":""C - Crown half formed"", ""D"":""D - Crown complete"", ""E"":""E - Root length < crown"", ""F"":""F - Funnel-shaped root ends"", ""G"":""G - Root apices open"", ""H"":""H - Root apices closed""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
77,47,Tooth 17,Tooth 17,1,"{""B"":""B - Mineralized cusps united"", ""C"":""C - Crown half formed"", ""D"":""D - Crown complete"", ""E"":""E - Root length < crown"", ""F"":""F - Funnel-shaped root ends"", ""G"":""G - Root apices open"", ""H"":""H - Root apices closed""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
78,47,Tooth 32,Tooth 32,2,"{""B"":""B - Mineralized cusps united"", ""C"":""C - Crown half formed"", ""D"":""D - Crown complete"", ""E"":""E - Root length < crown"", ""F"":""F - Funnel-shaped root ends"", ""G"":""G - Root apices open"", ""H"":""H - Root apices closed""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
5,48,Medial,Medial,1,"{""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4"", ""5"":""5""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
8,49,Auricular Surface,Auricular Surface,1,"{""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4"", ""5"":""5"", ""6"":""6"", ""7"":""7"", ""8"":""8""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
20,50,Incisive,Incisive,1,"{""open"":""open"", ""partial obliteration"":""partial obliteration"", ""complete obliteration"":""complete obliteration""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
21,50,Posterior median palatine,Posterior median palatine,2,"{""open"":""open"", ""partial obliteration"":""partial obliteration"", ""complete obliteration"":""complete obliteration""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
22,50,Transverse palatine,Transverse palatine,3,"{""open"":""open"", ""partial obliteration"":""partial obliteration"", ""complete obliteration"":""complete obliteration""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
23,50,Anterior median palatine,Anterior median palatine,4,"{""open"":""open"", ""partial obliteration"":""partial obliteration"", ""complete obliteration"":""complete obliteration""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
100,52,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2018-12-08 16:50:42,2019-09-02 10:14:06,"{""0"":""17-18"", ""1"":""17-20"", ""2"":""17-22"", ""3"":""17-23"", ""4"":""17+""}"
101,53,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""17-20"", ""2"":""17-22"", ""3"":""17-23"", ""4"":""17+""}"
102,54,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""17-20"", ""2"":""17-22"", ""3"":""17-23"", ""4"":""17+""}"
103,55,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""17-20"", ""2"":""17-22"", ""3"":""17-23"", ""4"":""17+""}"
104,56,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""17-20"", ""2"":""17-22"", ""3"":""17-23"", ""4"":""17+""}"
105,57,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""17-20"", ""2"":""17-22"", ""3"":""17-23"", ""4"":""17+""}"
106,58,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""17-20"", ""2"":""17-22"", ""3"":""17-23"", ""4"":""17+""}"
107,59,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""17-20"", ""2"":""17-22"", ""3"":""17-23"", ""4"":""17+""}"
99,60,Medial ,Medial ,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""18-22"", ""1"":""18-25"", ""2"":""18-25"", ""3"":""20-30"", ""4"":""23+""}"
108,61,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""N/A"", ""1"":""N/A"", ""2"":""N/A"", ""3"":""N/A"", ""4"":""N/A""}"
89,62,Head,Head,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<20"", ""1"":""<20"", ""2"":""<20"", ""3"":""<20"", ""4"":""17+""}"
90,62,Greater trochanter,Greater trochanter,2,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<20"", ""1"":""<20"", ""2"":""<20"", ""3"":""<20"", ""4"":""17+""}"
91,62,Lesser trochanter,Lesser trochanter,3,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<20"", ""1"":""<20"", ""2"":""<20"", ""3"":""<20"", ""4"":""17+""}"
92,62,Distal,Distal,4,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-19"", ""1"":""17-18"", ""2"":""17-20"", ""3"":""17-21"", ""4"":""17+""}"
95,63,Proximal,Proximal,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-19"", ""1"":""N/A"", ""2"":""17-20"", ""3"":""17-21"", ""4"":""17+""}"
96,63,Distal,Distal,2,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<20"", ""1"":""<20"", ""2"":""<20"", ""3"":""<20"", ""4"":""17+""}"
83,64,Proximal,Proximal,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-20"", ""1"":""17-20"", ""2"":""17-21"", ""3"":""17-23"", ""4"":""17+""}"
84,64,Medial Epicondyle,Medial Epicondyle,2,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<20"", ""1"":""<20"", ""2"":""<20"", ""3"":""<20"", ""4"":""17+""}"
109,65,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""17-20"", ""2"":""17-22"", ""3"":""17-23"", ""4"":""17+""}"
110,66,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""17-20"", ""2"":""17-22"", ""3"":""17-23"", ""4"":""17+""}"
111,67,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""17-20"", ""2"":""17-22"", ""3"":""17-23"", ""4"":""17+""}"
112,68,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""17-20"", ""2"":""17-22"", ""3"":""17-23"", ""4"":""17+""}"
113,69,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""17-20"", ""2"":""17-22"", ""3"":""17-23"", ""4"":""17+""}"
114,70,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""17-20"", ""2"":""17-22"", ""3"":""17-23"", ""4"":""17+""}"
115,71,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""17-20"", ""2"":""17-22"", ""3"":""17-23"", ""4"":""17+""}"
116,72,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""17-20"", ""2"":""17-22"", ""3"":""17-23"", ""4"":""17+""}"
117,73,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""17-20"", ""2"":""17-22"", ""3"":""17-23"", ""4"":""17+""}"
97,75,Iliac crest,Iliac crest,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-20"", ""1"":""17-21"", ""2"":""17-22"", ""3"":""17-22"", ""4"":""18+""}"
98,75,Ischial tuberosity,Ischial tuberosity,2,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-22"", ""1"":""17-21"", ""2"":""17-23"", ""3"":""17-23"", ""4"":""17+""}"
169,76,Dorsal,Dorsal,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4"", ""5"":""5""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""18-21"", ""2"":""18-21"", ""3"":""18-24"", ""4"":""19-30"", ""5"":""23+""}"
170,76,Ventral,Ventral,2,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4"", ""5"":""5""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-22"", ""1"":""19-23"", ""2"":""19-24"", ""3"":""21-28"", ""4"":""22-33"", ""5"":""24+""}"
171,76,Rim,Rim,3,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4"", ""5"":""5""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-24"", ""1"":""21-28"", ""2"":""24-32"", ""3"":""24-39"", ""4"":""29+"", ""5"":""38+""}"
172,76,SUMALL,Composite Score - SUMALL,4,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4"", ""5"":""5"", ""6"":""6"", ""7"":""7"", ""8"":""8"", ""9"":""9"", ""10"":""10"", ""11"":""11"", ""12"":""12"", ""13"":""13"", ""14"":""14"", ""15"":""15""}",true,"Dorsal,Ventral,Rim",,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<19"", ""1"":""17-20"", ""2"":""17-20"", ""3"":""18-21"", ""4"":""18-23"", ""5"":""18-23"", ""6"":""20-24"", ""7"":""20-24"", ""8"":""22-28"", ""9"":""22-28"", ""10"":""23-28"", ""11"":""23-39"", ""12"":""23-39"", ""13"":""23-39"", ""14"":""29+"", ""15"":""36+""}"
85,77,Proximal,Proximal,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<19"", ""1"":""<19"", ""2"":""<19"", ""3"":""<19"", ""4"":""17-+""}"
86,77,Distal,Distal,2,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-20"", ""1"":""17-18"", ""2"":""17-20"", ""3"":""17-22"", ""4"":""17+""}"
119,78,Head,Head,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<24"", ""1"":""<24"", ""2"":""<24"", ""3"":""<24"", ""4"":""18+""}"
120,79,Head,Head,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<24"", ""1"":""<24"", ""2"":""<24"", ""3"":""<24"", ""4"":""18+""}"
121,80,Head,Head,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<24"", ""1"":""<24"", ""2"":""<24"", ""3"":""<24"", ""4"":""18+""}"
122,81,Head,Head,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<24"", ""1"":""<24"", ""2"":""<24"", ""3"":""<24"", ""4"":""18+""}"
123,82,Head,Head,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<24"", ""1"":""<24"", ""2"":""<24"", ""3"":""<24"", ""4"":""18+""}"
124,83,Head,Head,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<24"", ""1"":""<24"", ""2"":""<24"", ""3"":""<24"", ""4"":""18+""}"
125,84,Head,Head,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<24"", ""1"":""<24"", ""2"":""<24"", ""3"":""<24"", ""4"":""18+""}"
126,85,Head,Head,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<24"", ""1"":""<24"", ""2"":""<24"", ""3"":""<24"", ""4"":""18+""}"
127,86,Head,Head,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<24"", ""1"":""<24"", ""2"":""<24"", ""3"":""<24"", ""4"":""18+""}"
128,87,Head,Head,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<24"", ""1"":""<24"", ""2"":""<24"", ""3"":""<24"", ""4"":""18+""}"
129,88,Head,Head,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<24"", ""1"":""<24"", ""2"":""<24"", ""3"":""<24"", ""4"":""18+""}"
130,89,Head,Head,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<24"", ""1"":""<24"", ""2"":""<24"", ""3"":""<24"", ""4"":""18+""}"
131,90,Head,Head,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<24"", ""1"":""<24"", ""2"":""<24"", ""3"":""<24"", ""4"":""18+""}"
132,91,Head,Head,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<24"", ""1"":""<24"", ""2"":""<24"", ""3"":""<24"", ""4"":""18+""}"
133,92,Head,Head,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<24"", ""1"":""<24"", ""2"":""<24"", ""3"":""<24"", ""4"":""18+""}"
134,93,Head,Head,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<24"", ""1"":""<24"", ""2"":""<24"", ""3"":""<24"", ""4"":""18+""}"
135,94,Head,Head,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<24"", ""1"":""<24"", ""2"":""<24"", ""3"":""<24"", ""4"":""18+""}"
162,100,S1 + S2,S1 + S2,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-19"", ""1"":""17-21"", ""2"":""17-22"", ""3"":""17-32"", ""4"":""17+""}"
163,100,S2 + S3,S2 + S3,2,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""N/A"", ""1"":""N/A"", ""2"":""17-21"", ""3"":""17-23"", ""4"":""17+""}"
164,100,S3+ S4 ,S3+ S4 ,3,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""17-19"", ""2"":""17-19"", ""3"":""17-22"", ""4"":""17+""}"
165,100,S4 + S5,S4 + S5,4,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""17-19"", ""2"":""17-19"", ""3"":""17-22"", ""4"":""17+""}"
166,100,S1: Sup. Epiphyseal Ring,S1: Sup. Epiphyseal Ring,5,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-19"", ""1"":""17-19"", ""2"":""17-19"", ""3"":""17-21"", ""4"":""17+""}"
167,100,Lateral Joints,Lateral Joints,6,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""N/A"", ""1"":""17"", ""2"":""17-19"", ""3"":""17-21"", ""4"":""18+""}"
168,100,Auricular Epiphysis,Auricular Epiphysis,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-19"", ""1"":""17-19"", ""2"":""17-21"", ""3"":""17-21"", ""4"":""18+""}"
157,101,Acromion,Acromion,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-22"", ""1"":""18-19"", ""2"":""18-20"", ""3"":""17-21"", ""4"":""17+""}"
158,101,Inferior Angle,Inferior Angle,2,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-21"", ""1"":""17-18"", ""2"":""18-22"", ""3"":""18-21"", ""4"":""17+""}"
159,101,Medial Border,Medial Border,3,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-20"", ""1"":""18-22"", ""2"":""18-22"", ""3"":""17-22"", ""4"":""17+""}"
160,103,Sternebra 1 + 2 ,Sternebra 1 + 2 ,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-30"", ""1"":""17-20"", ""2"":""17-25"", ""3"":""17-30"", ""4"":""17+""}"
161,103,Sternebra 2 +3 ,Sternebra 2 +3 ,2,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-22"", ""1"":""17-21"", ""2"":""17-21"", ""3"":""17-25"", ""4"":""17+""}"
136,104,Epiphyseal Ring,Epiphyseal Ring,2,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<20"", ""1"":""<20"", ""2"":""<20"", ""3"":""<20"", ""4"":""17+""}"
137,105,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<25"", ""1"":""<25"", ""2"":""<25"", ""3"":""<25"", ""4"":""17+""}"
138,106,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<19"", ""1"":""<19"", ""2"":""<19"", ""3"":""<19"", ""4"":""17+""}"
139,107,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<19"", ""1"":""<19"", ""2"":""<19"", ""3"":""<19"", ""4"":""17+""}"
140,108,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<19"", ""1"":""<19"", ""2"":""<19"", ""3"":""<19"", ""4"":""17+""}"
141,109,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<19"", ""1"":""<19"", ""2"":""<19"", ""3"":""<19"", ""4"":""17+""}"
142,110,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<19"", ""1"":""<19"", ""2"":""<19"", ""3"":""<19"", ""4"":""17+""}"
143,111,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<19"", ""1"":""<19"", ""2"":""<19"", ""3"":""<19"", ""4"":""17+""}"
144,112,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<25"", ""1"":""<25"", ""2"":""<25"", ""3"":""<25"", ""4"":""17+""}"
145,113,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<25"", ""1"":""<25"", ""2"":""<25"", ""3"":""<25"", ""4"":""17+""}"
