id,sb_id,name,display_name,display_order,description,display_help,comment,instrument,min_value,max_value,step_value,min_threshold,max_threshold,stature,sex,created_by,updated_by,created_at,updated_at,deleted_at,help_url
190,18,Cra_25R,Cra_25R Right Mastoid Length,28,Vertical projection of the mastoid process below and perpendicular to the eye-car (Frankfort) plane.,"Vertical projection of the mastoid process below and perpendicular to the eye-car (Frankfort) plane (Moore-Jansen et al. 1994, #24; Langley et al. 2016:69-70, #25).","Note that both right and left sides are measured. Place the fixed arm of the caliper on porion and move the movable arm until it touches mastoidale. This may be most easily accomplished by holding the calipers in a coronal plane. Howells (1973:176) and Martin and Knussmann (1988:172, #19a) define this measurement similarly, though their measurement technique differs from that described here. When only one value is needed, average the right and left measurements. If the discrepancy between the sides is more than 2mm repeat as a check. ",sliding caliper.,1,99,0.01,16,40,false,false,System,System,2018-12-08 16:50:26,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#cranium
26,18,Cra_26,"Cra_26 Biasterionic Breadth (ast-ast, ASB)",29,Straight line distance from left to right asterion.,"Straight line distance from left to right asterion (Howells 1973:174; Martin and Knussmann 1988:171, #12; Langley et al. 2016:70, #26).","With the skull resting so that the occiput is facing the observer, measure the distance using the sharp points of the calipers. ",sliding caliper.,50,300,0.01,98,128,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#cranium
27,18,Cra_27,"Cra_27 Bimaxillary Breadth (zma-zma, ZMB)",30,"The breadth across the maxillae, from the left to the right zygomaxillare anterior (zma).","The breadth across the maxillae, from the left to the right zygomaxillare anterior (zma) (Howells 1973:177; Langley et al. 2016:70, #27).",The endpoints of the measurement are located on the facial surface and not on the inferior aspect of the zygomaxillary suture. ,sliding caliper.,50,300,0.01,70,106,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#cranium
28,18,Cra_28,"Cra_28 Zygoorbitale Breadth (zo-zo, ZOB)",31,The distance between right and left zygoorbitale (zo).,"The distance between right and left zygoorbitale (zo) (Langley et al. 2016:70, #28).","",sliding caliper,10,150,0.01,43,66,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#cranium
171,19,Cub_01,Cub_01 Maximum Length of the Cuboid,1,This is the maximum length of the bone.  The measurement should be taken with sliding calipers.,"This is the maximum length of the bone.  The measurement should be taken with sliding calipers.(Byrd and Adams 2015, #80F)","Move the bone up, down, and sideways in order to obtain the maximum distance, in the same manner that maximum length is obtained for the humerus, femur, etc.",sliding caliper.,10,99,0.01,33,48,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#feet
118,32,Fem_01,Fem_01 Maximum Length,1,Distance from the most superior point on the head of the femur to the most inferior point on the distal condyles.,"Distance from the most superior point on the head of the femur to the most inferior point on the distal condyles (Hrdlicka 1920:128; Moore-Jansen et al. 1994, #60; Langley et al. 2016:78, #75).","Place the femur parallel to the long axis of the osteometric board and resting on its posterior surface. Press the medial or lateral condyle against the vertical end board while applying the movable upright to the femoral head. Move the bone up, down, and sideways until the maximum length is obtained.",osteometric board.,100,700,0.01,378,552,true,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#femur
119,32,Fem_02,Fem_02 Bicondylar Length,2,Distance from the most superior point on the head to a plane drawn along the inferior surfaces of the distal condyles.,"Distance from the most superior point on the head to a plane drawn along the inferior surfaces of the distal condyles (Hrdlicka 1920:128; Martin and Knussmann 1988:216, #2; Moore-Jansen et al. 1994, #61; Langley et al. 2016:78, #76).",Place the femur on the osteometric board so that the bone is resting on its posterior surface. Press both distal condyles against the vertical end board while applying the movable upright to the head of the femur.,osteometric board.,100,700,0.01,374,548,true,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#femur
120,32,Fem_03,Fem_03 Epicondylar Breadth,3,Distance between the two most laterally projecting points on the epicondyles.,"Distance between the two most laterally projecting points on the epicondyles (Martin and Knussmann 1988:218, #21; Moore-Jansen et al. 1994, #63; Langley et al. 2016:79, #77).",Place the femur on the osteometric board so that it is resting on its posterior surface. Press one of the epicondyles against the vertical end board while applying the movable upright to the other condyle.,osteometric board.,10,200,0.01,63,99,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#femur
121,32,Fem_04,Fem_04 Maximum Head Diameter,4,"The maximum diameter of the femur head, wherever it occurs.","The maximum diameter of the femur head, wherever it occurs (Dwight 1905:21; Montagu 1960:70; Moore-Jansen et al. 1994, #63; Langley et al. 2016:79, #78).",Rotate the arms of the caliper around the femur head to find the maximum diameter.,sliding caliper.,10,99,0.01,34,58,false,true,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#femur
122,32,Fem_05,Fem_05 Medial-Lateral (Transverse) Subtrochanteric Diameter,5,"Distance between anterior and posterior surfaces at the proximal end of the diaphysis, measured perpendicular to the medial-lateral diameter.","Distance between anterior and posterior surfaces at the proximal end of the diaphysis, measured perpendicular to the medial-lateral diameter (Martin and Knussman 1988:217 #9; Moore-Jansen et al. 1994, #65; Langley et al. 2016:79-80, #79).",The transverse diameter is oriented parallel to the anterior surface of the femur neck. Close attention should be paid to assessing this plane in femoral necks with a significant degree of torsion. In cases where this cannot be determined (e.g. where the lateral surfaces remain parallel) this measurement is recorded in the region 2-5 cm below the lesser trochanter.,sliding caliper.,10,99,0.01,22,40,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#femur
123,32,Fem_06,Fem_06 Anterior-Posterior (Sagittal) Subtrochanteric Diameter,6,Distance between the medial and lateral surfaces of the proximal end of the diaphysis at the point of its greatest lateral expansion below the base of the lesser trochanter.,"Distance between the medial and lateral surfaces of the proximal end of the diaphysis at the point of its greatest lateral expansion below the base of the lesser trochanter (Martin and Knussman 1988:217, #10; Moore-Jansen et al. 1994, #64; Langley et al. 2016:80, #80).","",sliding caliper.,10,99,0.01,19,37,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#femur
124,32,Fem_07,Fem_07 Anterior-Posterior (Sagittal) Midshaft Diameter,7,"Distance between anterior and posterior surfaces measured approximately at the midpoint of the diaphysis, at the highest elevation of linea aspera.","Distance between anterior and posterior surfaces measured approximately at the midpoint of the diaphysis, at the highest elevation of linea aspera (Moore-Jansen et al. 1994, #66).",The sagittal diameter should be measured perpendicular to the anterior bone surface.,sliding caliper.,10,99,0.01,21,39,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#femur
125,32,Fem_08,Fem_08 Medial-Lateral (Transverse) Midshaft Diameter,8,"Distance between the medial and lateral surfaces at midshaft, measured perpendicular to the anterior-posterior diameter.","Distance between the medial and lateral surfaces at midshaft, measured perpendicular to the anterior-posterior diameter (Moore-Jansen et al. 1994, #67).","",sliding caliper.,10,99,0.01,18,36,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#femur
126,32,Fem_09,Fem_09 Maximum Midshaft Diameter of the Femur,9,The maximum diameter of the femoral shaft taken at midshaft.,"The maximum diameter of the femoral shaft taken at midshaft (Langley et al. 2016:80, #81).","Mark the midshaft of the bone with a pencil. Using sliding calipers to measure with one hand, rotate the bone with the other hand until the maximum diameter is obtained.",sliding caliper,10,99,0.01,21,39,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#femur
127,32,Fem_10,Fem_10 Minimum Midshaft Diameter of the Femur,10,The minimum diameter of the femoral shaft taken at midshaft.,"The minimum diameter of the femoral shaft taken at midshaft (Langley et al. 2016:80, #82).","Mark the midshaft of the bone with a pencil. Using sliding calipers to measure with one hand, rotate the bone with the other hand until the minimum diameter is obtained.",sliding caliper,10,99,0.01,18,33,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#femur
128,32,Fem_11,Fem_11 Midshaft Circumference,11,Circumference measured at the level of the midshaft diameters.,"Circumference measured at the level of the midshaft diameters (Martin and Knussmann 1988:217, #8; Moore-Jansen et al. 1994, #68; Langley et al. 2016:80, #83).","If the linea aspera is unusually hypertrophied at midshaft, this measurement should be recorded approximately 10 mm above the midshaft.",tape.,10,200,0.01,65,113,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#femur
129,32,Fem_12,Fem_12 Maximum Anterio-posterior Length of the Lateral Condyle,12,The distance between the most anterior and posterior points on the articular surface of the lateral condyle.,"The distance between the most anterior and posterior points on the articular surface of the lateral condyle (Langley et al. 2016:80, #84).","Holding the femur with the distal end up, orient the measuring arms of the caliper with the long axis of the bone to obtain this measurement.",sliding caliper,10,150,0.01,60,77,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#femur
130,32,Fem_13,Fem_13 Maximum Anterio-posterior Length of the Medial Condyle,13,The distance between the most anterior and posterior points on the articular surface of the medial condyle.,"The distance between the most anterior and posterior points on the articular surface of the medial condyle (Langley et al. 2016:80-81, #85).","Holding the femur with the distal end up, orient the measuring arms of the caliper with the long axis of the bone to obtain this measurement.",sliding caliper,10,150,0.01,54,75,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#femur
131,32,Fem_14,Fem_14 Minimum Anterior-Posterior Diameter of the Diaphysis,14,The minimum anterior-posterior diameter anywhere along the diaphysis.  The linea aspera and condyles should be utilized in order to orient the bone in anatomical position (use the condyles to orient).,"The minimum anterior-posterior diameter anywhere along the diaphysis.  The linea aspera and condyles should be utilized in order to orient the bone in anatomical position (use the condyles to orient) (Byrd and Adams 2003, #68A).","",sliding caliper.,10,99,0.01,22,34,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#femur
132,32,Fem_15,Fem_15 Minimum Medial-Lateral Diameter of the Diaphysis,15,"The minimum medial-lateral diameter anywhere along the diaphysis.  The linea aspera and condyles should be utilized in order to orient the bone (should be taken in a perpendicular orientation to 68A) (Byrd and Adams 2003, #69B).",The minimum medial-lateral diameter anywhere along the diaphysis.  The linea aspera and condyles should be utilized in order to orient the bone (should be taken in a perpendicular orientation to 68A).,"",sliding caliper,10,99,0.01,21,33,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#femur
133,32,Fem_16,Fem_16 Minimum Superior-Inferior Neck Diameter,16,"The minimum distance from the superior surface to the inferior surface on the femoral neck (Seidemann et al., 1998). Place caliper in the saddle of the neck (superior) and close inferior caliper arm, moving as necessary to find the minimum.","The minimum distance from the superior surface to the inferior surface on the femoral neck (Seidemann et al., 1998). Place caliper in the saddle of the neck (superior) and close inferior caliper arm, moving as necessary to find the minimum (Byrd and Adams 2003, #69D).","",sliding caliper.,10,99,0.01,22,40,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#femur
134,32,Fem_17,Fem_17 Maximum Diameter along the Linea Aspera,17,"The maximum shaft diameter at any point along the linea aspera.  As the bone should be rotated to obtain the maximum distance, the measurement does not necessarily have to include the linea aspera, though it likely will.","The maximum shaft diameter at any point along the linea aspera.  As the bone should be rotated to obtain the maximum distance, the measurement does not necessarily have to include the linea aspera, though it likely will (Byrd and Adams 2003, #69E).","",sliding caliper.,10,99,0.01,25,37,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#femur
135,32,Fem_18,Fem_18 Upper Breadth of Femur,18,"The distance from the apex of the head of the femur to the lateral side of the femur diaphysis, measured in line with the neck of the femur such that the line of measurement bisects the neck.  Using sliding calipers, place the fixed jaw on the most prominent point on the femur head.  Place the movable jaw on the lateral margin of the femur diaphysis so that the line formed between the two points splits the neck into two equal portions .","The distance from the apex of the head of the femur to the lateral side of the femur diaphysis, measured in line with the neck of the femur such that the line of measurement bisects the neck.  Using sliding calipers, place the fixed jaw on the most prominent point on the femur head.  Place the movable jaw on the lateral margin of the femur diaphysis so that the line formed between the two points splits the neck into two equal portions (Simmons et al. 1990).","",sliding caliper.,50,200,0.01,91,109,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#femur
136,32,Fem_19,Fem_19 Lateral Condyle Height,19,"On the lateral condyle of the distal femur, it is the distance from the most superior point on the condyle to the most inferior point.  Holding the femur in anatomical position with the distal condyles facing the observer, place the fixed jaw of the sliding caliper on the top of the condyle and place the movable jaw on the most inferior point on the condyle.  The femur should be held so that it is possible to accurately judge the location of the most inferior point.  ","On the lateral condyle of the distal femur, it is the distance from the most superior point on the condyle to the most inferior point.  Holding the femur in anatomical position with the distal condyles facing the observer, place the fixed jaw of the sliding caliper on the top of the condyle and place the movable jaw on the most inferior point on the condyle.  The femur should be held so that it is possible to accurately judge the location of the most inferior point (Simmons et al. 1990). ","",sliding caliper.,10,99,0.01,33,49,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#femur
153,33,Fib_01,Fib_01 Maximum Length,1,Maximum distance between the most superior point on the fibula head and the most inferior point on the lateral malleolus.,"Maximum distance between the most superior point on the fibula head and the most inferior point on the lateral malleolus (Moore-Jansen et al. 1994, #75; Langley et al. 2016:82, #92).",Place the fibula on the osteometric board and place the tip of the lateral malleolus against the vertical end board. Press the movable upright against the proximal end of the bone while moving it up and down and sideways to obtain the maximum length.,osteometric board.,100,700,0.01,299,455,true,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#fibula
154,33,Fib_02,Fib_02 Maximum Diameter at Midshaft,2,Maximum diameter at the midshaft.,"Maximum diameter at the midshaft (Moore-Jansen et al. 1994, #76; Langley et al. 2016:82, #93).",Find the midpoint on the osteometric board and mark with a pencil. Place the diaphysis of the fibula between the two arms of the caliper while turning the bone to obtain the maximum diameter.,sliding caliper.,1,99,0.01,9,21,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#fibula
155,33,Fib_03,Fib_03 Maximum Diameter of the Diaphysis,3,This measurement should only be taken along the interosseous crest (avoid measurements of the shaft near the epiphyses).,"This measurement should only be taken along the interosseous crest (avoid measurements of the shaft near the epiphyses) (Byrd and Adams 2015, #76A).","",sliding calipers.,1,99,0.01,10,22,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#fibula
156,33,Fib_04,Fib_04 Minimum Diameter of the Diaphysis,4,The minimum distance at any point along the diaphysis.,"The minimum distance at any point along the diaphysis (Byrd and Adams 2015, #76B).","",sliding calipers,1,99,0.01,6,12,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#fibula
157,33,Fib_05,Fib_05 Maximum Breadth at the Distal End,5,Place one jaw of the caliper on the posterior portion (tubercle) and extend the other jaw to the opposite side (just above the malleolar articular surface) to find the maximum distance.,"Place one jaw of the caliper on the posterior portion (tubercle) and extend the other jaw to the opposite side (just above the malleolar articular surface) to find the maximum distance (Byrd and Adams 2015, #76C).","",sliding calipers.,10,99,0.01,21,33,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#fibula
173,34,Cf1_01,Cf1_01 Maximum Length of the 1st Cuneiform,1,This is the maximum length of the bone.  The measurement should be taken with sliding calipers.,"This is the maximum length of the bone.  The measurement should be taken with sliding calipers (Byrd and Adams 2015, #80H).","Move the bone up, down, and sideways in order to obtain the maximum distance, in the same manner that maximum length is obtained for the humerus, femur, etc.",sliding caliper.,10,99,0.01,34,50,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#feet
95,36,Ham_01,Ham_01 Maximum Length of the Hamate,1,This is the maximum length of the bone.  The measurement should be taken with sliding calipers.,"This is the maximum length of the bone.  The measurement should be taken with sliding calipers (Byrd and Adams 2015, #52.5M).","Move the bone up, down, and sideways in order to obtain the maximum distance.",sliding calipers. ,10,99,0.01,24,33,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#hands
53,37,Hum_01,Hum_01 Maximum Length,1,Direct distance from the most superior point on the head of the humerus to the most inferior point of the trochlea.,"Direct distance from the most superior point on the head of the humerus to the most inferior point of the trochlea (Hrdlicka 1920:126; Moore-Jansen et al. 1994, #40; Langley et al. 2016:74, #45).","Place the humerus on the osteometric board so that its long axis parallels theinstrument. Place the head of the humerus against the vertical end board and press the movable upright against the trochlea. Move the bone up, down and sideways to determine the maximum distance.",osteometric board.,100,550,0.01,266,392,true,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#humerus
54,37,Hum_02,Hum_02 Epicondylar Breadth,2,Distance of the most laterally protruding point on the lateral epicondyle from the corresponding project of the medial epicondyle.,"Distance of the most laterally protruding point on the lateral epicondyle from the corresponding project of the medial epicondyle  (Martin and Knussmann 1988:199, #4; Moore-Jansen et al. 1994, #41; Langley et al. 2016:74, #46).","",osteometric board or sliding calipers.,10,150,0.01,39,81,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#humerus
55,37,Hum_03,Hum_03 Vertical Diameter of Head,3,Direct distance between the most superior and inferior points on the border of the articular surface.,"Direct distance between the most superior and inferior points on the border of the articular surface (Martin and Knussmann 1988:200, #10; Moore-Jansen et al. 1994, #42; Langley et al. 2016:74, #47).",Do not include arthritic lipping which may be present on the perimeter of the joint surface. This diameter is not necessarily the maximum head diameter.,sliding caliper.,10,99,0.01,34,58,false,true,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#humerus
56,37,Hum_04,Hum_04 Maximum Diameter at Midshaft,4,"Maximum diameter at midshaft (Martin and Knussmann 1988:199, #5; Moore-Jansen et al. 1994, #43; Langley et al. 2016:74-75, #48).",Maximum diameter at midshaft.,"Determine the midpoint of the diaphysis on the osteometric board and mark with a pencil. Using sliding calipers to measure with one hand, rotate the bone with the other hand until the maximum diameter is obtained.",sliding caliper.,1,99,0.01,16,28,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#humerus
57,37,Hum_05,Hum_05 Minimum Diameter at Midshaft,5,Minimum diameter of midshaft.,"Minimum diameter of midshaft (Martin and Knussmann 1988:199, #6; Moore-Jansen et al. 1994, #44; Langley et al. 2016:75, #49).","Determine the midpoint of the diaphysis on the osteometric board and mark with a pencil. Using sliding calipers to measure with one hand, rotate the bone with the other hand until the minimum diameter is obtained.",sliding caliper.,1,99,0.01,12,24,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#humerus
58,37,Hum_06,Hum_06 Total Breadth of the Capitulum-Trochlea,6,"The breadth of the capitulum and trochlea at the distal humerus.  One end of the sliding calipers is positioned parallel to the flat, spool-shaped surface of the trochlea (medial), and the other end is moved until it comes into contact with the capitulum (lateral).","The breadth of the capitulum and trochlea at the distal humerus.  One end of the sliding calipers is positioned parallel to the flat, spool-shaped surface of the trochlea (medial), and the other end is moved until it comes into contact with the capitulum (lateral) (Byrd and Adams 2003, #41A).","",sliding caliper.,10,99,0.01,40,52,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#humerus
59,37,Hum_07,Hum_07 Anterior-Posterior Breadth of the Head,7,The maximum breadth of the humeral head taken in the anterior-posterior direction on the articular surface.  This measurement is taken perpendicular from the vertical diameter of the humeral head (42).,"The maximum breadth of the humeral head taken in the anterior-posterior direction on the articular surface.  This measurement is taken perpendicular from the vertical diameter of the humeral head (42) (Byrd and Adams 2003, #42A).","",sliding caliper.,10,99,0.01,38,50,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#humerus
60,37,Hum_08,Hum_08 Minimum Diameter of the Diaphysis,8,"The minimum diameter of the humeral diaphysis taken in any direction perpendicular to the shaft.  This measurement should be taken on the oval part of the shaft, superior to the flattening observed around the olecranon fossa and the lateral supracondylar ridge.  Often it is found near midshaft.","The minimum diameter of the humeral diaphysis taken in any direction perpendicular to the shaft.  This measurement should be taken on the oval part of the shaft, superior to the flattening observed around the olecranon fossa and the lateral supracondylar ridge.  Often it is found near midshaft (Byrd and Adams 2003, #44B).","",sliding caliper.,1,99,0.01,16,22,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#humerus
61,37,Hum_09,Hum_09 Maximum Diameter of Diaphysis at the Deltoid Tuberosity,9,The maximum diameter of the diaphysis within the length of the deltoid tuberosity. Rotate and slide the element to find the maximum diameter.,"The maximum diameter of the diaphysis within the length of the deltoid tuberosity. Rotate and slide the element to find the maximum diameter (Byrd and Adams 2003, #44D).","",sliding caliper,1,99,0.01,18,30,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#humerus
89,59,Lun_01,Lun_01 Maximum Length of the Lunate,1,This is the maximum length of the bone.  The measurement should be taken with sliding calipers.,"This is the maximum length of the bone. The measurement should be taken with sliding calipers (Byrd and Adams 2015, #52.5G).","Move the bone up, down, and sideways in order to obtain the maximum distance.",sliding calipers.,1,99,0.01,18,25,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#hands
29,61,Man_01,Man_01 Chin Height (id-gn),1,Direct distance from infradentale (id) to gnathion (gn).,"Direct distance from infradentale (id) to gnathion (gn) (Martin and Knussmann 1988:183, #69; Moore-Jansen et al. 1994, #25; Langley et al. 2016:71, #29).","When the mandibular alveolar process is damaged between the central incisors, estimates of this measurement are recorded by using the intact alveolar process at the position of the lateral incisors. Any estimate or adjustment should be indicated on the recording form. In mandibles where the alveolar process exhibit pronounced erosion or resorption, this measurement is not taken.",sliding caliper.,10,99,0.01,21,45,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#mandible
191,61,Man_02L,Man_02L Height of the Left Mandibular Body,2,Direct distance from the alveolar process to the inferior border of the mandible perpendicular to the base at the level of the mental foramen.,"Direct distance from the alveolar process to the inferior border of the mandible perpendicular to the base at the level of the mental foramen (Martin and Knussmann 1988:183, #69.1; Moore-Jansen et al. 1994, #26; Langley et al. 2016:71, #30).","",sliding caliper.,1,99,0.01,18,42,false,false,System,System,2018-12-08 16:50:26,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#mandible
192,61,Man_02R,Man_02R Height of the Right Mandibular Body,3,Direct distance from the alveolar process to the inferior border of the mandible perpendicular to the base at the level of the mental foramen.,"Direct distance from the alveolar process to the inferior border of the mandible perpendicular to the base at the level of the mental foramen (Martin and Knussmann 1988:183, #69.1; Moore-Jansen et al. 1994, #26; Langley et al. 2016:71, #30).","",sliding caliper.,1,99,0.01,18,42,false,false,System,System,2018-12-08 16:50:26,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#mandible
193,61,Man_03L,Man_03L Breadth of the Left Mandibular Body,4,Maximum breadth measured in the region of the mental foramen perpendicular to the long axis of the mandibular body.,"Maximum breadth measured in the region of the mental foramen perpendicular to the long axis of the mandibular body (Martin and Knussmann 1988:183, #69.3; Moore-Jansen et al. 1994, #27; Langley et al. 2016:71, #31).","",sliding caliper.,1,99,0.01,6,18,false,false,System,System,2018-12-08 16:50:26,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#mandible
194,61,Man_03R,Man_03R Breadth of the Right Mandibular Body,5,Maximum breadth measured in the region of the mental foramen perpendicular to the long axis of the mandibular body.,"Maximum breadth measured in the region of the mental foramen perpendicular to the long axis of the mandibular body (Martin and Knussmann 1988:183, #69.3; Moore-Jansen et al. 1994, #27; Langley et al. 2016:71, #31).","",sliding caliper.,1,99,0.01,6,18,false,false,System,System,2018-12-08 16:50:26,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#mandible
32,61,Man_04,Man_04 Bigonial Breadth (go-go),6,"Direct distance between right and left gonion (go)  (Martin and Knussmann 1988:182, #66; Moore-Jansen et al. 1994, #28; Langley et al. 2016:71, #32).",Direct distance between right and left gonion (go).,Apply the blunt points of the caliper arms to the most prominent external points at the mandibular angles.,sliding caliper.,10,200,0.01,74,116,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#mandible
33,61,Man_05,Man_05 Bicondylar Breadth (cdl-cdl),7,Direct distance between the most lateral points of the two condyles (cdl) .,"Direct distance between the most lateral points of the two condyles (cdl)  (Martin and Knussmann 1988:182, #65; Moore-Jansen et al. 1994, #29; Langley et al. 2016:71, #33).",Place the blunt point of the fixed end of the instrument against the right condyle and apply the movable end to the left condyle.,sliding caliper.,10,250,0.01,95,137,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#mandible
195,61,Man_06L,Man_06L Minimum Left Ramus Breadth,8,Least breadth of the mandibular ramus measured perpendicular to the height of the ramus.,"Least breadth of the mandibular ramus measured perpendicular to the height of the ramus (Martin and Knussmann 1988:183, #71a; Moore-Jansen et al. 1994, #30; Langley et al. 2016:72, #34).",The measurement is taken at the waist of the ramus (the point where the distance between the anterior and posterior margins of the ramus is the smallest).,sliding caliper.,10,99,0.01,19,43,false,false,System,System,2018-12-08 16:50:26,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#mandible
