id,sb_id,name,display_name,display_order,description,created_by,updated_by,created_at,updated_at,deleted_at,display_help,help_url
118,47,1,1 - Identifiable as intermediate pedal phalanx,1,Identifiable as intermediate pedal phalanx,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
119,48,1,1 - Identifiable as intermediate pedal phalanx,1,Identifiable as intermediate pedal phalanx,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
120,49,1,1 - Identifiable as lacrimal,1,Identifiable as lacrimal,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
121,50,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
122,50,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
123,50,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
124,50,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
458,51,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
459,51,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
460,51,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
461,51,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
125,52,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
126,52,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
127,52,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
128,52,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
462,53,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
463,53,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
464,53,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
465,53,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
129,54,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
130,54,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
131,54,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
132,54,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
466,55,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
467,55,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
468,55,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
469,55,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
133,56,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
134,56,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
135,56,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
136,56,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
470,57,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
471,57,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
472,57,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
473,57,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
137,58,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
138,58,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
139,58,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
140,58,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
141,59,1,1 - All,1,All,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
142,60,1,1 - Identifiable as malleus,1,Identifiable as malleus,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
143,61,1,1 - Left portion of the corpus,1,"Left portion of the corpus including the alveoli for the premolars and molars, and the premolars and molars",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#mandible
144,61,2,2 - Left portion of the corpus,2,"Left portion of the corpus including the alveolus for the canine, and the canine",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#mandible
145,61,3,3 - Left area of the ascending ramus inferior,3,Left area of the ascending ramus inferior to the coronoid process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#mandible
146,61,4,4 - Left coronoid process,4,Left coronoid process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#mandible
147,61,5,5 - Left posterior portion,5,Left posterior portion of the ascending ramus and the mandibular condyle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#mandible
148,61,6,6 - Left gonial angle,6,"Left gonial angle, mandibular foramen, mylohyoid groove, and attachment of M. masseter",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#mandible
149,61,7,7 - Left anterior portion of corpus,7,"Left anterior portion of corpus including the alveoli of the incisors, and the incisors",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#mandible
150,61,8,8 - Right portion of the corpus,8,"Right portion of the corpus including the alveoli for the premolars and molars, and the premolars and molars",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#mandible
151,61,9,9 - Right portion of the corpus,9,"Right portion of the corpus including the alveolus for the canine, and the canine",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#mandible
152,61,10,10 - Right area of the ascending ramus,10,Right area of the ascending ramus inferior to the coronoid process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#mandible
153,61,11,11 - Right coronoid process,11,Right coronoid process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#mandible
154,61,12,12 - Right posterior portion,12,Right posterior portion of the ascending ramus and the mandibular condyle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#mandible
155,61,13,13 - Right gonial angle,13,"Right gonial angle, mandibular foramen, mylohyoid groove, and attachment of M. masseter",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#mandible
156,61,14,14 - Right anterior portion,14,"Right anterior portion of corpus including the alveoli of the incisors, and the incisors",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#mandible
157,62,1,1 - Manubrium,1,Manubrium,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sternum
158,63,12,12 - Left maxilla,1,Left maxilla,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
159,63,13,13 - Right maxilla,2,Right maxilla,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
160,64,1,1 - Proximal articulation,1,Proximal articulation,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
161,64,2,2 - Distal articular condyle,2,Distal articular condyle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
162,64,3,3 - Diaphysis,3,Diaphysis,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
163,65,1,1 - Proximal articulation,1,Proximal articulation,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
164,65,2,2 - Distal articular condyle,2,Distal articular condyle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
165,65,3,3 - Diaphysis,3,Diaphysis,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
166,66,1,1 - Proximal articulation,1,Proximal articulation,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
167,66,2,2 - Distal articular condyle,2,Distal articular condyle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
168,66,3,3 - Diaphysis,3,Diaphysis,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
169,67,1,1 - Proximal articulation,1,Proximal articulation,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
170,67,2,2 - Distal articular condyle,2,Distal articular condyle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
171,67,3,3 - Diaphysis,3,Diaphysis,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
172,68,1,1 - Proximal articulation,1,Proximal articulation,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
173,68,2,2 - Distal articular condyle,2,Distal articular condyle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
174,68,3,3 - Diaphysis,3,Diaphysis,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
175,69,1,1 - Proximal articulation,1,Proximal articulation,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
176,69,2,2 - Distal articular condyle,2,Distal articular condyle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
177,69,3,3 - Diaphysis,3,Diaphysis,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
178,70,1,1 - Proximal articulation,1,Proximal articulation,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
179,70,2,2 - Distal articular condyle,2,Distal articular condyle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
180,70,3,3 - Diaphysis,3,Diaphysis,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
181,71,1,1 - Proximal articulation,1,Proximal articulation,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
182,71,2,2 - Distal articular condyle,2,Distal articular condyle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
183,71,3,3 - Diaphysis,3,Diaphysis,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
184,72,1,1 - Proximal articulation,1,Proximal articulation,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
185,72,2,2 - Distal articular condyle,2,Distal articular condyle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
186,72,3,3 - Diaphysis,3,Diaphysis,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foott
187,73,1,1 - Proximal articulation,1,Proximal articulation,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
188,73,2,2 - Distal articular condyle,2,Distal articular condyle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
189,73,3,3 - Diaphysis,3,Diaphysis,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
190,74,14,14 - Left nasal bone,1,Left nasal bone,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
191,74,15,15 - Right nasal bone,2,Right nasal bone,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
192,75,1,1 - All,1,All,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
193,76,5,5 - Occipital,1,Occipital,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
194,77,1,1 - Superior portion of acetabulum,1,Superior portion of acetabulum and adjoining areas anteriorly and posteriorly ,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#os-coxa
195,77,2,2 - Posterior half of the inferior portion,2,Posterior half of the inferior portion of the acetabulum and adjoining areas,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#os-coxa
196,77,3,3 - Anterior half of the inferior portion,3,Anterior half of the inferior portion of the acetabulum and adjoining areas,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#os-coxa
197,77,4,4 - Superior portion of the ischium,4,Superior portion of the ischium including the ischial spine,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#os-coxa
198,77,5,5 - Inferior portion of the illium,5,Inferior portion of the illium including the greater sciatic notch,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#os-coxa
199,77,6,6 - Superior portion of ischial tuberosity,6,Superior portion of ischial tuberosity,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#os-coxa
200,77,7,7 - Auricular surface of the ilium,7,Auricular surface of the ilium,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#os-coxa
201,77,8,8 - Superior portion of the pubis,8,Superior portion of the pubis possessing the pectineal line and pubic tubercle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#os-coxa
202,77,9,9 - Inferior portion of the pubis,9,Inferior portion of the pubis including the pubic symphysis,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#os-coxa
203,77,10,10 - Greater part of the ilium,10,Greater part of the ilium superior to the inferior iliac spines but not including the iliac crest,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#os-coxa
204,77,11,11 - Inferior portion of the ischium,11,Inferior portion of the ischium including most of the ischial tuberosity ,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#os-coxa
205,77,12,12 - Iliac crest,12,Iliac crest,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#os-coxa
206,78,1,1 - Identifiable as ossified cartilage,1,Identifiable as ossified cartilage,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#postcranial-remains
207,79,1,1 - Identifiable as palatine,1,Identifiable as palatine,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
208,80,3,3 - Right parietal,3,Right parietal,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
209,80,4,4 - Left parietal,4,Left parietal,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
210,81,1,1 - All,1,All,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#patella
211,82,1,1 - All,1,All,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
212,83,1,1 - Identifiable as proximal manual phalanx,1,Identifiable as proximal manual phalanx,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
213,84,1,1 - Identifiable as proximal manual phalanx,1,Identifiable as proximal manual phalanx,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
214,85,1,1 - Identifiable as proximal manual phalanx,1,Identifiable as proximal manual phalanx,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
215,86,1,1 - Identifiable as proximal manual phalanx,1,Identifiable as proximal manual phalanx,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
216,87,1,1 - Identifiable as proximal manual phalanx,1,Identifiable as proximal manual phalanx,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
217,88,1,1 - Identifiable as proximal pedal phalanx,1,Identifiable as proximal pedal phalanx,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
218,89,1,1 - Identifiable as proximal pedal phalanx,1,Identifiable as proximal pedal phalanx,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
219,90,1,1 - Identifiable as proximal pedal phalanx,1,Identifiable as proximal pedal phalanx,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
220,91,1,1 - Identifiable as proximal pedal phalanx,1,Identifiable as proximal pedal phalanx,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
221,92,1,1 - Identifiable as proximal pedal phalanx,1,Identifiable as proximal pedal phalanx,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
222,93,1,1 - Lateral half of radial head,1,Lateral half of radial head,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#radius
223,93,2,2 - Medial half of radial head,2,Medial half of radial head,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#radius
224,93,3,3 - Lateral portion of distal articulation,3,Lateral portion of distal articulation,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#radius
225,93,4,4 - Medial portion of distal articulation,4,Medial portion of distal articulation,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#radius
226,93,5,5 - Proximal diaphysis,5,"Proximal diaphysis, including radial tuberosity",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#radius
227,93,6,6 - Lateral half of diaphysis,6,"Lateral half of diaphysis to mid-point of diaphysis, including attachment for M. pronator teres",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#radius
